Chemical Name,Measure Names,Measure Values
Naltrexone Hydrochloride,Total Items,19761.00
Naloxone Hydrochloride,Total Items,1091.00
Naloxegol,Total Items,70.00
Nalmefene,Total Items,3919.00
Nalidixic Acid,Total Items,2.00
Naftidrofuryl Oxalate,Total Items,104395.00
Nafarelin Acetate,Total Items,754.00
Nadolol,Total Items,19028.00
Nabumetone,Total Items,44756.00
Nabilone,Total Items,1780.00
Mycophenolate Sod,Total Items,13606.00
Mycophenolate Mofetil,Total Items,185047.00
Mupirocin,Total Items,194773.00
Moxonidine,Total Items,468353.00
Moxisylyte Hydrochloride,Total Items,1193.00
Moxisylyte Hydorchloride,Total Items,2250.00
Moxifloxacin,Total Items,5565.00
Morphine Tartrate & Cyclizine Tartrate,Total Items,2136.00
Morphine Sulfate,Total Items,4398303.00
Morphine Hydrochloride,Total Items,24.00
Montelukast,Total Items,2195020.00
Monobasic Potassium Phosphate,Total Items,66.00
Mometasone Furoate,Total Items,2742268.00
Moexipril Hydrochloride,Total Items,423.00
Modafinil,Total Items,75630.00
Moclobemide,Total Items,20025.00
Mizolastine,Total Items,33277.00
Mitoxantrone,Total Items,1.00
Mitotane,Total Items,30.00
Misoprostol (Gynae),Total Items,8.00
Misoprostol,Total Items,8769.00
Mirtazapine,Total Items,6703235.00
Mirabegron,Total Items,485984.00
Minoxidil,Total Items,23556.00
Minocycline Hydrochloride,Total Items,55344.00
Milrinone Lactate,Total Items,1.00
Midodrine Hydrochloride,Total Items,27758.00
Midazolam Maleate,Total Items,21403.00
Midazolam Hydrochloride,Total Items,212559.00
Micro-Enema - Sodium Citrate,Total Items,1747.00
Miconazole Nitrate,Total Items,484271.00
Miconazole,Total Items,182837.00
Micafungin,Total Items,53.00
Mianserin Hydrochloride,Total Items,4359.00
Mexiletine Hydrochloride,Total Items,2697.00
Metyrapone,Total Items,1885.00
Metronidazole,Total Items,1031771.00
Metoprolol Tartrate With Diuretic,Total Items,2.00
Metoprolol Tartrate,Total Items,706099.00
Metolazone,Total Items,16104.00
Metoclopramide Hydrochloride,Total Items,963418.00
Methysergide,Total Items,1.00
Methylprednisolone Sodium Succinate,Total Items,192.00
Methylprednisolone Acetate,Total Items,602227.00
Methylprednisolone,Total Items,6753.00
Methylphenidate Hydrochloride,Total Items,860421.00
Methylnaltrexone Bromide,Total Items,119.00
Methyldopa,Total Items,86891.00
Methylcellulose,Total Items,28290.00
Methyl-5-Aminolevulinate,Total Items,3.00
Methyl Salicylate,Total Items,53104.00
Methoxy Polyethylene Glycol-Epoetin Beta,Total Items,272.00
Methoxsalen,Total Items,7.00
Methotrexate,Total Items,2025511.00
Methocarbamol,Total Items,149755.00
Methenamine Hippurate,Total Items,31168.00
Methadone Hydrochloride,Total Items,1887772.00
Metformin Hydrochloride/Vildagliptin,Total Items,70606.00
Metformin Hydrochloride/Sitagliptin,Total Items,135533.00
Metformin Hydrochloride/Rosiglitazone,Total Items,5.00
Metformin Hydrochloride/Pioglitazone,Total Items,73109.00
Metformin Hydrochloride,Total Items,19687550.00
Mesterolone,Total Items,1993.00
Mesna,Total Items,41.00
Mesalazine (Systemic),Total Items,1345360.00
Meropenem,Total Items,596.00
Mercaptopurine,Total Items,61333.00
Mercaptamine Hydrochloride,Total Items,312.00
Mercaptamine,Total Items,803.00
Mepyramine Maleate,Total Items,3114.00
Meptazinol Hydrochloride,Total Items,67951.00
Meprobamate,Total Items,2741.00
Mepivacaine Hydrochloride,Total Items,3525.00
Mepenzolate Bromide,Total Items,1.00
Mepacrine Hydrochloride,Total Items,3454.00
Menthol,Total Items,81429.00
Menotrophin,Total Items,272.00
Meningococcal A + C + W135 + Y Vaccine,Total Items,101995.00
Menadiol Sodium Phosphate,Total Items,16720.00
Memantine Hydrochloride,Total Items,729936.00
Melphalan,Total Items,1.00
Melperone Hydrochloride,Total Items,3.00
Meloxicam,Total Items,612821.00
Melatonin,Total Items,530467.00
Megestrol Acetate,Total Items,10873.00
Mefloquine Hydrochloride,Total Items,15978.00
Mefenamic Acid,Total Items,277935.00
Medroxyprogesterone Acetate,Total Items,1011153.00
Medicated Stockings,Total Items,22943.00
Mecysteine Hydrochloride,Total Items,16.00
Mecobalamin,Total Items,5.00
Meclozine Hydrochloride,Total Items,14.00
Mecasermin,Total Items,7.00
Mebeverine Hydrochloride,Total Items,2026586.00
Mebeverine HCl Compound Preparations,Total Items,105076.00
Mebendazole,Total Items,175985.00
Measles. Mumps & Rubella Vaccine,Total Items,1053.00
Maraviroc,Total Items,22.00
Mannitol,Total Items,29.00
Mandelic Acid,Total Items,6.00
Maltodextrin,Total Items,13078.00
Malic Acid,Total Items,44.00
Malathion,Total Items,36036.00
Magnesium Trisilicate,Total Items,18477.00
Magnesium Sulphate,Total Items,8.00
Magnesium Sulfate,Total Items,13558.00
Magnesium Oxide,Total Items,4745.00
Magnesium Orotate,Total Items,173.00
Magnesium Lactate,Total Items,308.00
Magnesium Hydroxide,Total Items,58943.00
Magnesium Glycerophosphate,Total Items,46684.00
Magnesium Citrate,Total Items,1854.00
Magnesium Carbonate,Total Items,431.00
Magnesium Aspartate,Total Items,12158.00
Macrogol 4000,Total Items,3410.00
Macrogol 3350,Total Items,5812817.00
Macitentan,Total Items,3.00
Lymphoedema Garments,Total Items,253497.00
Lymecycline,Total Items,1114248.00
Lutropin Alfa,Total Items,2.00
Lurasidone,Total Items,1914.00
Lubricant Gels,Total Items,204437.00
Lubiprostone,Total Items,3017.00
Loxapine Succinate,Total Items,1.00
Low Protein Snacks,Total Items,635.00
Low Protein Pasta,Total Items,9990.00
Low Protein Mixes,Total Items,16493.00
Low Protein Miscellaneous,Total Items,491.00
Low Protein Meals,Total Items,2984.00
Low Protein Grains/Flours,Total Items,1526.00
Low Protein Desserts,Total Items,2445.00
Low Protein Cooking Aids,Total Items,948.00
Low Protein Cereals,Total Items,2696.00
Low Protein Cakes,Total Items,2379.00
Low Protein Bread,Total Items,8036.00
Low Protein Biscuits,Total Items,9976.00
Low Friction Products,Total Items,42800.00
Loteprednol Etabonate,Total Items,31351.00
Losartan Potassium With Diuretic,Total Items,254364.00
Losartan Potassium,Total Items,8561615.00
Lormetazepam,Total Items,27899.00
Lorazepam,Total Items,1065053.00
Loratadine,Total Items,2502513.00
Loprazolam Mesilate,Total Items,50746.00
Lopinavir & Ritonavir,Total Items,14.00
Loperamide Hydrochloride & Simeticone,Total Items,3901.00
Loperamide Hydrochloride,Total Items,1815066.00
Lofexidine Hydrochloride,Total Items,2587.00
Lofepramine Hydrochloride,Total Items,251137.00
Lodoxamide Trometamol,Total Items,27147.00
Lixisenatide,Total Items,88956.00
Lithium Citrate,Total Items,8957.00
Lithium Carbonate,Total Items,872281.00
Lisinopril with Diuretic,Total Items,211411.00
Lisinopril,Total Items,9642446.00
Lisdexamfetamine Dimesylate,Total Items,33172.00
Liraglutide,Total Items,443934.00
Liquorice,Total Items,2.00
Liquid Paraffin,Total Items,2066317.00
Liquefied Phenol,Total Items,17.00
Liothyronine Sodium,Total Items,76353.00
Lints,Total Items,957.00
Linezolid,Total Items,790.00
Linagliptin/Metformin,Total Items,31981.00
Linagliptin,Total Items,846246.00
Linaclotide,Total Items,25450.00
Light Liquid Paraffin,Total Items,659861.00
Lidocaine Hydrochloride,Total Items,1341813.00
Lidocaine & Tetracaine,Total Items,49.00
Lidocaine,Total Items,50029.00
Levothyroxine Sodium & Liothyronine,Total Items,4393.00
Levothyroxine Sodium,Total Items,29640020.00
Levonorgestrel,Total Items,311706.00
Levomepromazine Maleate,Total Items,40418.00
Levomepromazine Hydrochloride,Total Items,68344.00
Levofloxacin,Total Items,22742.00
Levodopa/Carbidopa/Entacapone,Total Items,186006.00
Levodopa,Total Items,1.00
Levocetirizine,Total Items,120330.00
Levocarnitine,Total Items,4242.00
Levobupivacaine Hydrochloride,Total Items,464.00
Levobunolol Hydrochloride,Total Items,57283.00
Levetiracetam,Total Items,1589511.00
Levamisole Hydrochloride,Total Items,524.00
Leuprorelin Acetate,Total Items,180414.00
Letrozole,Total Items,613138.00
Lercanidipine Hydrochloride,Total Items,2086028.00
Lenograstim,Total Items,142.00
Lenalidomide,Total Items,14.00
Leg Ulcer Wrap,Total Items,13.00
Leg Bags,Total Items,596056.00
Leflunomide,Total Items,170048.00
Latanoprost & Timolol,Total Items,332863.00
Latanoprost,Total Items,2437230.00
Lanthanum Carbonate,Total Items,18726.00
Lansoprazole,Total Items,22773203.00
Lanreotide,Total Items,7572.00
Lamotrigine,Total Items,2199004.00
Lamivudine & Zidovudine,Total Items,22.00
Lamivudine,Total Items,4426.00
Lactulose,Total Items,3484555.00
Lactic Acid,Total Items,14.00
Lacosamide,Total Items,94613.00
Lacidipine,Total Items,541777.00
Labetalol Hydrochloride,Total Items,132318.00
Ketotifen Fumarate,Total Items,14487.00
Ketorolac Trometamol,Total Items,51052.00
Ketoprofen,Total Items,300861.00
Ketone Blood Testing Reagents,Total Items,126554.00
Ketoconazole,Total Items,818120.00
Ketanserin,Total Items,3.00
Ketamine Hydrochloride,Total Items,1523.00
Ketamine,Total Items,254.00
Kaolin Light,Total Items,4428.00
Kaolin Heavy,Total Items,13.00
Jaw Rehabilitation Device,Total Items,856.00
Japanese Encephalitis Vaccine,Total Items,226.00
Ivermectin,Total Items,1467.00
Ivabradine,Total Items,371336.00
Itraconazole,Total Items,120192.00
Isradipine,Total Items,1887.00
Ispaghula Husk,Total Items,1411721.00
Isotretinoin,Total Items,64710.00
Isosorbide Mononitrate,Total Items,4872405.00
Isosorbide Dinitrate,Total Items,99976.00
Isopropyl Alcohol,Total Items,266.00
Isophane Insulin,Total Items,567334.00
Isoniazid,Total Items,17358.00
Isometheptene Mucate,Total Items,2821.00
Isocarboxazid,Total Items,1742.00
Irrigation Washout Appliances,Total Items,31712.00
Irrigation Solutions,Total Items,549737.00
Iron Sucrose,Total Items,104.00
Iron Dextran,Total Items,1782.00
Iron Carboxymaltose,Total Items,36.00
Iron & Folic Acid,Total Items,62302.00
Irbesartan with Diuretic,Total Items,147084.00
Irbesartan,Total Items,1997995.00
Ipratropium Bromide,Total Items,844318.00
Ipecacuanha,Total Items,7.00
Iodine Compounds,Total Items,13199.00
Iodine,Total Items,27.00
Intravenous Nutrition Supplements,Total Items,29.00
Interferon Gamma,Total Items,1.00
Interferon Beta,Total Items,36.00
Interferon Alpha,Total Items,144.00
Insulin Zinc Suspension,Total Items,461.00
Insulin Lispro,Total Items,394485.00
Insulin Human,Total Items,497.00
Insulin Glulisine,Total Items,78200.00
Insulin Glargine,Total Items,1399916.00
Insulin Detemir,Total Items,701846.00
Insulin Degludec,Total Items,37158.00
Insulin Aspart,Total Items,1607624.00
Insert For Female Stress Incont,Total Items,1052.00
Ins Degludec/Liraglutide,Total Items,1471.00
INR Blood Testing Reagents,Total Items,30545.00
Inosine Pranobex,Total Items,290.00
Inhalation Solutions,Total Items,34737.00
Ingenol Mebutate,Total Items,20170.00
Influenza H1N1(Split viron inact adjuv),Total Items,4.00
Influenza,Total Items,10532697.00
Indwelling Pleural Cath Drain System,Total Items,4444.00
Indoramin,Total Items,76072.00
Indometacin,Total Items,193593.00
Indapamide,Total Items,3882924.00
Indacaterol/Glycopyrronium,Total Items,7013.00
Indacaterol Maleate,Total Items,48510.00
Incontinence Sheaths,Total Items,179024.00
Incontinence Sheath Fixing Strips & Adh,Total Items,18047.00
Incontinence Belts,Total Items,15.00
Imiquimod,Total Items,27601.00
Imipramine Hydrochloride,Total Items,165957.00
Imipenem With Cilastatin,Total Items,2.00
Imidapril Hydrochloride,Total Items,15004.00
Imatinib Mesilate,Total Items,152.00
Ileostomy Sets,Total Items,3.00
Ileostomy Bags,Total Items,489040.00
Idebenone,Total Items,52.00
Ichthammol,Total Items,81.00
Icatibant Acetate,Total Items,2.00
Ibuprofen/Pseudoephed HCl,Total Items,1.00
Ibuprofen Sodium Dihydrate,Total Items,126.00
Ibuprofen Lysine,Total Items,2575.00
Ibuprofen,Total Items,7140151.00
Ibrutinib,Total Items,1.00
Ibandronic Acid,Total Items,196698.00
Hypromellose,Total Items,2398380.00
Hyoscine Hydrobromide,Total Items,106900.00
Hyoscine Butylbromide,Total Items,1384400.00
Hyoscine,Total Items,128681.00
Hyetellose,Total Items,35924.00
Hydroxyzine Hydrochloride,Total Items,673705.00
Hydroxyprogesterone Caproate,Total Items,1.00
Hydroxychloroquine Sulfate,Total Items,1014759.00
Hydroxycarbamide,Total Items,92866.00
Hydroxocobalamin,Total Items,1989406.00
Hydromorphone Hydrochloride,Total Items,9524.00
Hydrogen Peroxide,Total Items,14187.00
Hydrocortisone Sodium Succinate,Total Items,6748.00
Hydrocortisone Sodium Phosphate,Total Items,5529.00
Hydrocortisone Butyrate,Total Items,90137.00
Hydrocortisone Acetate,Total Items,699203.00
Hydrocortisone (Sodium Succinate),Total Items,58131.00
Hydrocortisone,Total Items,6472299.00
Hydrochlorothiazide,Total Items,1509.00
Hydralazine Hydrochloride,Total Items,141859.00
Hyaluronidase,Total Items,126.00
Hyaluronic Acid Sodium,Total Items,239.00
Human Papillomavirus (Type 16 18),Total Items,80.00
Human Papillomavirus (Type 6 11 16 18),Total Items,1012.00
Homatropine Hydrobromide,Total Items,3.00
Histrelin Acetate,Total Items,1.00
Hexylresorcinol & Benzalkonium Chloride,Total Items,34.00
Hexylresorcinol,Total Items,478.00
Hexetidine,Total Items,3031.00
Hexachlorophene,Total Items,1.00
Hernia Support Garments,Total Items,494.00
Hepatitis B Immunoglobulin,Total Items,1.00
Hepatitis B,Total Items,271315.00
Hepatitis A/Typhoid Vaccine,Total Items,239791.00
Hepatitis A/Hepatitis B,Total Items,207109.00
Hepatitis A,Total Items,574390.00
Heparinoid,Total Items,772443.00
Heparin Sodium,Total Items,615.00
Heparin Flushes,Total Items,10177.00
Heparin Calcium,Total Items,69.00
Helicobacter Pylori Eradication Therapy,Total Items,1.00
Hamamelis,Total Items,119.00
Hamamalis,Total Items,180.00
Haloperidol Decanoate,Total Items,9232.00
Haloperidol,Total Items,351363.00
Halibut Liver Oil,Total Items,9.00
Haemophilus Influenzae B/Meningococcal C,Total Items,623.00
Haemoph Influenzae/Dip Tet Pert Polio,Total Items,18.00
Guaifenesin,Total Items,3631.00
Griseofulvin,Total Items,9558.00
Gripe Mixtures,Total Items,151.00
Granisetron Hydrochloride,Total Items,704.00
Granisetron,Total Items,243.00
Goserelin Acetate,Total Items,230446.00
Golimumab,Total Items,127.00
Glycopyrronium Bromide,Total Items,369132.00
Glyceryl Trinitrate,Total Items,2012076.00
Glycerol,Total Items,229806.00
Gluten Free/Wheat Free/Low Protein Pasta,Total Items,198.00
Gluten Free/Wheat Free/Low Protein Mixes,Total Items,266.00
Gluten Free/Wheat Free/Low Protein Bisc,Total Items,605.00
Gluten Free/Wheat Free Pasta,Total Items,249126.00
Gluten Free/Wheat Free Mixes,Total Items,30314.00
Gluten Free/Wheat Free Meals,Total Items,10.00
Gluten Free/Wheat Free Grains/Flours,Total Items,10179.00
Gluten Free/Wheat Free Cooking Aids,Total Items,156.00
Gluten Free/Wheat Free Cereals,Total Items,160240.00
Gluten Free/Wheat Free Cakes/Pastries,Total Items,52.00
Gluten Free/Wheat Free Bread,Total Items,138466.00
Gluten Free/Wheat Free Biscuits,Total Items,123328.00
Gluten Free/Low Protein Pasta,Total Items,4230.00
Gluten Free/Low Protein Mixes,Total Items,2149.00
Gluten Free/Low Protein Meals,Total Items,831.00
Gluten Free/Low Protein Grains/Flours,Total Items,1048.00
Gluten Free/Low Protein Cooking Aids,Total Items,658.00
Gluten Free/Low Protein Cereals,Total Items,1206.00
Gluten Free/Low Protein Bread,Total Items,8701.00
Gluten Free/Low Protein Biscuits,Total Items,2685.00
Gluten Free Pasta,Total Items,12156.00
Gluten Free Mixes,Total Items,181473.00
Gluten Free Grains/Flours,Total Items,13276.00
Gluten Free Cakes/Pastries,Total Items,7.00
Gluten Free Bread,Total Items,703854.00
Gluten Free Biscuits,Total Items,50428.00
Glutaraldehyde,Total Items,4107.00
Glucose/Glycerol,Total Items,27.00
Glucose Blood Testing Reagents,Total Items,6743014.00
Glucose,Total Items,244502.00
Glucosamine Sulf (Rheumatic),Total Items,1944.00
Glucosamine Hydrochloride (Rheumatic),Total Items,5844.00
Glucagon,Total Items,64688.00
Glipizide,Total Items,122944.00
Glimepiride,Total Items,772692.00
Gliclazide,Total Items,7497694.00
Glibenclamide,Total Items,59166.00
Glatiramer Acetate,Total Items,7.00
Gentian,Total Items,14.00
Gentamicin Sulfate,Total Items,41965.00
Gemfibrozil,Total Items,13452.00
Gefitinib,Total Items,1.00
Gauzes & Gauze Tissue,Total Items,93084.00
Ganirelix,Total Items,2.00
Ganciclovir,Total Items,12118.00
Gamolenic Acid,Total Items,21140.00
Galantamine,Total Items,231212.00
Gabapentin (Neuropathic Pain),Total Items,9.00
Gabapentin,Total Items,5697136.00
G/F /W/F /L/P Cooking Aids,Total Items,34.00
Fusidic Acid,Total Items,1383876.00
Furosemide/Potassium,Total Items,500.00
Furosemide,Total Items,12415764.00
Fulvestrant,Total Items,567.00
Fuller's Earth,Total Items,80.00
Fructose,Total Items,9.00
Frovatriptan,Total Items,53724.00
Freeze Sprays & Gels,Total Items,22555.00
Framycetin Sulfate,Total Items,3.00
Fosinopril Sodium,Total Items,19356.00
Fosfomycin Trometamol,Total Items,3346.00
Fosfomycin Calcium,Total Items,187.00
Fosamprenavir Calcium,Total Items,1.00
Formoterol Fumarate,Total Items,167259.00
Formaldehyde,Total Items,426.00
Fondaparinux Sodium,Total Items,1368.00
Follitropin Beta,Total Items,1.00
Follitropin Alfa & Lutropin Alfa,Total Items,2.00
Follitropin Alfa,Total Items,96.00
Folic Acid,Total Items,6107267.00
Foam,Total Items,20.00
Fluvoxamine Maleate,Total Items,27360.00
Fluvastatin Sodium,Total Items,132999.00
Fluticasone Propionate (Top),Total Items,12629.00
Fluticasone Propionate (Nsl),Total Items,1060133.00
Fluticasone Propionate (Inh),Total Items,7787531.00
Fluticasone Prop/Azelastine HCl (Nsl),Total Items,83790.00
Fluticasone Furoate,Total Items,1148267.00
Flutamide,Total Items,1285.00
Flurbiprofen Sodium,Total Items,196.00
Flurbiprofen,Total Items,4461.00
Flurazepam Hydrochloride,Total Items,1.00
Fluphenazine Hydrochloride,Total Items,114.00
Fluphenazine Decanoate,Total Items,18328.00
Flupentixol Hydrochloride,Total Items,176556.00
Flupentixol Decanoate,Total Items,53772.00
Fluoxetine Hydrochloride,Total Items,6397566.00
Fluorouracil (Sunscreen),Total Items,111100.00
Fluorouracil (Antimetabolites),Total Items,9.00
Fluorometholone,Total Items,71553.00
Fluorescein Sodium,Total Items,1637.00
Fluocortolone,Total Items,16096.00
Fluocinonide,Total Items,21718.00
Fluocinolone Acetonide,Total Items,161288.00
Flunisolide,Total Items,37.00
Flunarizine Hydrochloride,Total Items,1004.00
Flumetasone Pivalate,Total Items,187867.00
Flumazenil,Total Items,1.00
Fludroxycortide,Total Items,101832.00
Fludrocortisone Acetate,Total Items,404512.00
